id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words,Step 9 Words
5ae5015055429908b63264d9,"Chitwan National Park and Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining are located in Europe?",6,16,6,7,23,,,,
5a8cac545542996e8ac88b16,"When was the federation disbanded that governed the multi-sport event held in Tokyo, Japan, from 24 May to 1 June 1958, and replaced by the Olympic Council of Asia ?",12,12,14,11,,,,,
5a8d18bb554299585d9e37ac,Which team that was founded in 1897 prevented the A.C. Milan from retaining their title in the 2004-05 season?,6,16,23,,,,,,
5a7cc9d455429909bec76807,In what year was the city that Thomas Edmonds taught at in 1961 founded?,6,7,6,12,13,,,,
5a7cc92d554299452d57ba5e,The southern border of the state in the southern region of the United States represented by Frank Alexander McLain forms what ?,10,7,8,8,,,,,
5a774cec5542994aec3b727b,"What is the birthday of the woman who inspired Waylon Jennings to write ""Good Hearted Woman""?",7,6,8,12,,,,,
5ac3964555429939154137f4,Who runs the New York-New York Hotel & Casino that is located in Tropicana in Las Vegas?,10,9,11,21,14,,,,
5a89c2e55542992e4fca83c2,Which of Kesha's number-one singles features Diddy?,12,4,13,,,,,,
5a755c025542992d0ec05f6d,Who was the English television presenter of Let's Sing and Dance prior to 2011?,18,11,14,19,,,,,
5ac043c65542997d642959ed,"Mountain Creek is a ski resort that is 47 miles from what double-decked suspension bridge that spans the Hudson River between the WAshington Heights neighborhood of Manhattan in New York City and Fort Lee, New Jersey?",7,14,17,11,,,,,
5ac0dcd55542992a796dedaa,"Which of the sport analyst of The Experts Network is nicknamed  ""The Iron Man""?",7,6,5,8,,,,,
5a74558455429979e2882906,"What American actor, best known for playing Alex Santiago in the television series ""Resurrection Blvd"" starred in a film directed by James Dodson?",5,5,6,11,,,,,
5abfb5565542997ec76fd439,"This American multi-jurisdictional lottery draw game offered in 44 states, the District of Columbia, and the U.S. Virgin Islands is run by which government?",25,,,,,,,,
5a81949755429926c1cdad41,What director had a film in the 1952 Cannes Film Festival and was married to Judy Garland for a short time?,7,10,10,7,,,,,
5abf08b65542997719eab626,København and Vinci are both what?,6,11,10,6,10,,,,
5ade623f554299728e26c705,"The Order of Saint Michael the Archangel and Maria Vladimirovna, Grand Duchess of Russia have both been involved with which house?",16,14,13,20,,,,,
5ae617ef5542995703ce8af5,When was the institute founded where Alice Hamilton was a  resident-volunteer ?,9,10,6,11,6,,,,
5a72c3755542992359bc31a3,"What actor from ""Fury"" was in a show directed by Johan Renck? ",7,8,12,14,11,11,,,
5adbe4ad5542996e68525276,What novel by Carlo Collodi had its first edition illustrated by Enrico Mazzanti?,8,12,14,,,,,,
5a855e3d5542991dd0999e56,What is the name of the firm which specializes in leveraged buyout transactions and purchases of distressed securities involving corporate restructuring and industry consolidations which is founded by Drexel Burnham Lambert lawyer who is also founder of Pegasus Capital Advisors L.P.,23,11,11,21,,,,,
5a77cc165542995d831812e4,Bedtime Stories and The Good Dinosaur were produced by what american motion picture company?,10,12,12,,,,,,
5ab612fc5542992aa134a416,Who designed the Hotel at which the 1973 Volvo International was played?,4,10,8,,,,,,
5a7398515542992d56e7e370,"Which seat of government has 57,000 people underneath it daily?",11,9,5,12,,,,,
5ae2c17f554299495565db26,"Who has a wider scope of profession, Mark Salzman or Gabriel García Márquez?",9,9,12,9,,,,,
5ab632c0554299710c8d1e78,What was the birth place of Woody Rock and the founding location of the American singing group Dru Hill?,8,7,9,12,,,,,
5adce35d5542992c1e3a2467,What was the English adopted name of the Native American shot by John Alderman?,7,8,9,9,,,,,
5ac29c4055429967731025b9,The anchor store of the Artane Castle Shopping Centre has how many stores operational in Ireland?,12,8,5,16,,,,,
5ab8aae75542991b5579efd0,"At what level does the court, where Jaime Rios is serving as a judge, lies in the New York State Unified Court System?",7,13,6,,,,,,
5a7d0da655429909bec76922,Mainland Cheese if owned by a co-operative owned by how many New Zealand farmers?,7,7,5,7,9,11,,,
5a8c61855542995e66a475df,What neo-Nazi born on 15 May 1976 carried out a nail bomb attack in the Admiral Duncan?,11,14,15,15,,,,,
5ae142a4554299422ee9964a,Atınç Nukan plays as a centre-back for a sports club founded in what year?,8,10,9,10,7,,,,
5adf466b5542993a75d26475,How many couples are involved in the dance which Dick Leger was known for calling?,7,6,13,,,,,,
5a804bea554299485f5985ba,"What song was Rupert Homes widely known for that was recommended by ""Billboard"" for radio broadcasting in 1979?",11,14,20,,,,,,
5a81aef055429938b6142357,"Who is the Q: Who is the Australian actor who starred in both ""Cut Bank"" (2014) and ""The Last Song"" (2010)?",11,10,11,19,,,,,
5a78b350554299148911f947,"Grupo Modelo, a financial backer of the AAA Lucha Libre World Cup professional wrestling tournament, shares what percentage of the Mexican beer market?",11,16,10,,,,,,
5a78adb1554299078472772c,"Who was born at an earlier date, Ray McCarey or Martin Brest?",6,6,5,9,,,,,
5a803ff95542996402f6a499,"Who is the lead songwriter of an English Heavy Meal Band  who sang ""Bring Your Daughter...to the Slaughter""?",15,9,9,17,,,,,
5ae301f455429928c42395aa,What was the first movie of the actor who plays Nathan Summers in the David Leitch directed Deadpool sequel?,9,8,8,10,17,,,,
5ae4385b55429970de88d916,Who directed the film that featured Nagoor Babu and the last appearance of Taruni Sachdev?,14,11,7,9,,,,,
5ab69bbd55429953192ad323,Did The House of Love and The Fray both make a song /album that made it to the top five in the UK?,18,16,11,11,12,,,,
5ae1fba2554299492dc91bbc, Bless Its Pointed Little Head is a live album by a band that was based in which US state ?,12,8,12,9,,,,,
5ae2c1bc554299495565db27,What was the first single on the Taylor Swift album which also contained a song originally written for Swift's high-school talent show?,14,20,25,,,,,,
5a8091bc5542996402f6a565,"Who developed the earliest stored-program computers, that was funded and purchased from Ferranti in the UK instead?",8,17,15,,,,,,
5a7f6acc55429969796c1a43,Philip II in Armour is a potrait of a spanish king who was married to which queen from 1554-58?,8,9,15,11,14,,,,
5ab26ce1554299449642c89c,"Who is the oldest, Sid Haig or Vic Darchinyan?",8,8,5,5,,,,,
5a7f5bc25542992097ad2f37,"Who was won more Academy Awards, Alexander Payne or Justin Reardon?",6,6,5,8,,,,,
5ae12c0e5542990adbacf727,Who directed the 2003 American mystery psychological thriller film written by Richard Jefferies?,7,7,16,6,,,,,
5a7b6534554299042af8f762,What career did Samuel R. Delany and James A. Michener have in common?,10,5,13,,,,,,
5ade76c55542997c77adee34,"Colonel Walter E. Kurtz,is a fictional character and the main antagonist of Francis Ford Coppola's film ""Apocalypse Now"" (1979), and portrayed by which American actor, film director and political activist?",14,16,18,23,,,,,
5a7d45fb5542995f4f40224b,Heartbeat produced Dragon Quest which was know as what in North America?,11,11,10,9,10,,,,
5adfc4ad55429942ec259b42,When was the political leader to which Einstein–Szilárd letter was written born? ,10,5,11,,,,,,
5abec2fc5542994516f45424,"The 2016 Pittsburg State Gorillas football team led by their head coach, Tim Beck, played their home games on which field?",10,10,13,16,,,,,
5a7d013e55429907fabef0a8,"""Snapback"" is a song by American country music group Old Dominion, Old Dominion is an American, with how many members, country music band formed in Nashville, Tennessee?",13,23,7,6,,,,,
5a86ee14554299211dda2b55,"What was the pen named used for the series Wheel of Time, which includes the book Winter's Heart?",16,14,6,11,,,,,
5a8a0bfa55429970aeb70239,Baz's Culture Clash is presented by a radio personality who in 2008 presented which reality show ?,16,8,8,16,,,,,
5ac3b57b554299741d48a2f1,Joi Harris was killed while performing a motorcycle stunt for the film that will be distributed by which company?,8,12,10,20,,,,,
5ae5dcf45542996de7b71a31,How high is the mountain that is located east of the World Fellowship Center?,9,14,10,16,,,,,
5ae33f1c5542992f92d82270,Is David Allen or Dillian Whyte older?,6,6,5,8,,,,,
5ab2e019554299295394688d,"The person who played Winnie Cooper in ""The Wonder Years"" is currently known for her role in a comic book series based on comic books published by which company?",9,21,10,6,,,,,
5ae61dc355429929b0807ada,Siberia Acoustic is a remix album by the Canadian musician and songwriter best known for which gold-certified albums?,8,17,9,27,,,,,
5adfe1d555429925eb1afaf0,"Groote Schuur Hospital is a large, government-funded, teaching hospital situated on the slopes of Devil's Peak in the city of Cape Town, South Africa, it's famous for being the institution where the first human-to-human heart transplant took place, conducted by University of Cape Town-educated surgeon Christiaan Barnard on the patient Louis Washkansky, he was a South African man who was the recipient of the world's first human-to-human heart transplant, and the first patient to regain consciousness following the operation, and lived for how many days?",10,9,5,9,,,,,
5a7f63535542994857a7671c,Who did the QRA prioritize trying to intercept?,13,12,10,,,,,,
5ac1bbca5542991316484bb2,This 1922 American silent film produced and distributed by Fox Film Corporation was based on an adventure novel completed in what year?,9,13,13,13,15,,,,
5a86286c554299211dda2a93,"Which opera was perfomed first, Il tabarro or Candide?",6,5,5,6,,,,,
5ab9bef3554299753720f844,The first movie exhibited in the Ottoman Empire was which 1895 French short black-and-white silent documentary film directed and produced by Auguste and Louis Lumière?,13,26,15,,,,,,
5a8488bd5542992ef85e241d,What is the Apple iPod 4G?,6,6,9,,,,,,
5add3aa25542997545bbbcc9,The Fantastic Miss Piggy Show guest starred Andy Kaufman as the character who was also mainly played by which other actor?,5,8,14,,,,,,
5a79aab15542994bb9457034,Which 1994 drama film did Larry Brandenburg appear in?,12,12,7,7,10,,,,
5a7a086d5542990783324dff,"What was the original name for the program that had the anchor cited as ""the most trusted man in America""?",9,13,21,24,,,,,
5a73de6555429978a71e90ab,What 2001 American musical comedy-drama stars Dagmara Domińczyk?,8,9,7,,,,,,
5a8781e65542993e715abf90,"What group formed in 2010 by Starship Entertainment released their fourth extended play on June 21, 2016?",1,2,3,3,11,,,,
5adfe58455429925eb1afb0f,In which month was the man who directed Fallen Angels born?,10,10,10,6,,,,,
5a8bce3a554299240d9c2097,This American television series created by Dan Fogelman stars an American actor known for his roll as Roland Burton on what drama series?,14,15,9,,,,,,
5a774f595542994aec3b7283,Who did Tony Crocker's basketball coach at the University of Oklahoma play for when he was in college?,12,9,12,20,,,,,
5ae4209555429970de88d90a,"Arcadians is a fixed shooter for the BBC Micro and Acorn Electron, and is very similar to which arcade game that was developed by Namco and released in October 1979?",8,13,18,30,,,,,
5a761f1955429976ec32bd1d,Which 2005 film directed by Michael Bay featured a concept car unveiled at the 2002 Detroit Auto Show?,8,11,4,,,,,,
5a8b89f05542995d1e6f13e3,What nationality was the famous opera composer depicted in the movie Puccini?,17,10,,,,,,,
5ae6b14a5542992ae0d1638d,Bragdy Nant produces an unpasteurised beer without additional what?,6,7,9,10,,,,,
5a72fbed5542991f9a20c5e6,Which Bhatha Jana star was married to producer P. Pullaiah ?,20,10,12,,,,,,
5ab6644a5542995eadeeffb7,"Where is the No. 126 Helicopter Flight, IAF equipped with the Soviet/Russian heavy transport helicopter Mil Mi-26 located? ",15,18,9,20,,,,,
5a8d877155429941ae14dfe9,Minnesota Independence Party candidate Tom Horner ran against what Republican candidate in the 2010 Minnesota gubernatorial election,12,5,10,21,16,,,,
5a8b58f45542995d1e6f1378,For whom does the commentator other than Dennis Cometti on AFL Live comment for on television?,16,10,9,,,,,,
5a83131655429940e5e1a954,"What American college football bowl game was played on January 2, 2015 at formerly called Alltel Stadium?",10,8,11,13,,,,,
5a8cc816554299653c1aa120,Lieutenant-Admiral Michiel de Ruyter virtually controlled the seas around the south coast of England after a battle that took place in what year ?,12,16,8,12,,,,,
5a74daf855429929fddd84fd,"""You Are Everything"" was one of a run of 12 consecutive top ten hits in the early 1970s for which Philadelphia R&B group?",14,8,30,13,9,,,,
5a8c57575542995e66a475ca,"What American former professional wrestler born on January 18, 1954 was a part of The Mega Bucks wrestling tag team with Andre the Giant?",9,16,8,29,,,,,
5abcf37055429959677d6b66,Natalie Portman plays whom in a film also featuring Stephen Rea?,9,7,15,7,,,,,
5ae11f0b5542997b2ef7d0e0,What South Korean film written by Hwang In-ho starred Kim Go-eun?,7,7,6,8,10,14,10,,
5a83ce655542996488c2e4dc,Burning Secret was based on a short story by an author of what nationality?,17,8,12,9,,,,,
5ab9c21055429970cfb8eb9d,Michael Jones is a competitor in sport where motorcycle riders attempt to impress judges with what?,16,16,16,,,,,,
5a79bb1b5542994bb9457046,Of the two actors; Henry Lehrman and Charley Chase - which was also a comedian?,8,8,6,5,,,,,
5adbe718554299438c868cd3,"What is the population of this county located in the Eastern Coalfield region of the U.S. state if Kentucky, in which the unincorporated community of Stay is located?",15,17,13,11,,,,,
5a771abc5542994aec3b71ee,"What baseball team started its regular season in 2000, and is a member of the Liberty Division of the Atlantic League of Professional Baseball?",8,7,10,6,17,,,,
5a88999c55429938390d3f8b,Do Adam Duritz and Louise Post have the same profession?,5,6,5,10,,,,,
5a7acd2f5542992d025e66f5,The thin Man is a novel originally published in a 1993 issue of a magazine published by which corporation ?,20,11,8,5,6,,,,
5adfe72a554299025d62a37b,In between Symphytum and Bolax which one is endemic to temperate South America?,9,7,8,,,,,,
5ab556275542992aa134a2b1, Martin Childs won the 1998 Academy Award for best Art Direction-Set Decoration for a movie directed by who ?,9,13,19,,,,,,
5ae5ed6e5542996de7b71a71,What is the name of the US based gay pornographic magazinefeaturing African-American man which wasdistributed internationally with another gay Pornographic monthly magazine?,23,,,,,,,,
5ae741475542991bbc9761ca,What band featuring Jeremiah Green is an American rock band?,8,7,9,,,,,,
5a82930155429954d2e2eb6c,Palaeoscincus is a genus of dinosaur based on what upper Cetaceous Formation from 80 - 75 million years ago?,9,15,15,15,,,,,
5a7cbfdf554299452d57b9f9," Which middleweight boxer known for his slick, defensively orientated style of boxing is represented in the Boxing Legends of the Ring is a boxing video game?",16,13,11,11,,,,,
5ac51d825542994611c8b3ae,Are Okra and Pultenaea both edible tubers?,5,5,4,,,,,,
5a78d7a955429970f5fffda1,The character on which the Shadowland storyline centers first appeared in print in what year?,7,10,9,8,,,,,
5ae22ce55542996483e64924,"Donald Spoto, is an American biographer and theologian, and is best known for his best-selling biographies of film and theatre celebrities such as which Swedish actress who starred in a variety of European and American films, and is best remembered for her roles as Ilsa Lund in ""Casablanca"" (1942)?",5,6,15,8,,,,,
5adf1a735542995534e8c74c,Are both District of Columbia v. Heller and Glasser v. United States concerning the same amendment to the constitution?,9,9,9,8,,,,,
5abb0be0554299232ef4a3c0,"The Fountainhead stars which American actress born on January 20, 1926?",12,6,12,,,,,,
5a85b57b5542994c784ddb57,Which club does the Swiss professional footballer and former member of the German association football club based in the Charlottenburg locality of Berlin currently play for?,27,10,28,,,,,,
5ae061b05542993d6555eb2a,What Indian national convicted of terrorism and spying by a Pakistani court was murdered in Central Jail Lahore?,6,11,7,9,,,,,
5a74d18b55429929fddd84f3,What was the incident between the Uyghurs and an East Asian ethnic group that constitutes approximately 92% of the population of China?,7,10,10,40,,,,,
5a88390f5542994846c1ce3d,Who directed a 1996 film starring Susanna Thompson?,8,7,10,,,,,,
5ab4400c5542991779162c34,"What brewery founded in 1968 in Faversham, Kent is associated with the Stagg Inn, public house in Hastings?",6,7,13,13,15,,,,
5ab3be8e55429969a97a81a3,Which team won the Super Bowl on Sam Ball's second appearance in the event ?,10,10,14,17,,,,,
5a7abdb055429927d897befe,Graeme Norgate contributed to a soundtrack on a game published in 1997 by what company? ,9,7,10,10,13,,,,
5ab866da55429919ba4e22dd,"Crosbie Ward (10 February 1832 – 10 November 1867) was a 19th-century Member of Parliament in Canterbury, New Zealand. he was born in which county that form Northern Ireland in the northeast of the island of Ireland, and along the southeast shore of Lough Neagh?",13,12,11,8,,,,,
5ab95f395542996be20204ad,What are some upcoming films by the director of the 2015 French-British crime thriller film written and directed by Brian Helgeland?,12,11,15,,,,,,
5a8033e95542996402f6a47e,"Hugh Selwyn Mauberly is a poem written by whom, six years after author T.S. Eliot moved to England?",12,12,9,13,,,,,
5ae7f8525542993210983fe2,Which song off the sixth album by American Rapper T.I. was co-written by Dan Balan?,10,7,10,,,,,,
5a877a575542996e4f3087fa,Abbas Torabian became team manager and director of a football team after his successful talks with a a Portuguese football coach  who has qualified how many national teams to the World Cup?,12,6,9,8,8,6,11,,
5adf51be5542995ec70e8fc1,What countr is Raquel Welch from when she acted on the show Bandolero!?,9,13,9,12,11,,,,
5ac4eda455429924173fb4e1, when was the Swiss professional tennis player. was the defending champion in the 2017 US Open – Men's Singles born,8,6,5,7,,,,,
5ab6e31f554299710c8d1f97,Who died in the year 1990?,5,8,11,12,,,,,
5a84e7ff5542991dd0999e1d,"Al Jolson who stared in a 1927 ""talkie"" was once dubbed what?",5,8,8,5,5,10,,,
5a827e4255429940e5e1a8dc,Marian Partington was abducted by the man who killed at least how many people between 1967 and 1987?,11,11,15,5,12,,,,
5a89e2cc5542992e4fca8442,Are Louisiana State University and the University of Washington both public institutions?,7,8,5,,,,,,
5abb14455542992ccd8e7f05,"What is the nationality of the author of the novel that the film ""Viva Max!"" is based on?",16,8,5,,,,,,
5abe4f975542991f6610613c,What year was the mother of John Albert Vasa born?,7,13,5,11,,,,,
5a7b4eca5542995eb53be907,"Who was born first, Ahmad Nahavandi or Muhammad Iqbal?",8,8,5,6,,,,,
5ae60cee554299546bf83039,Where was the Asia-Pacific War which 1st Armoured Division was retained in Australia following the outbreak of fought ,8,6,11,15,,,,,
5ab5b8af554299637185c5f3,Are The Joy Formidable and Dave Grohl both from the United States?,6,7,9,9,,,,,
5ab5e14f554299494045f099,What nationality was the author of Black Earth: The Holocaust as History and Warning?,5,6,8,7,,,,,
5ae329de5542992f92d8222f,"Which cathedral is in Wales, Durham Cathedral or Newport Cathedral?",6,6,4,6,,,,,
5ae831005542997ec2727759,Which group joined by Sanyika Shakur was founded in 1968 as an American social movement based in Black Nationalism?,19,10,10,,,,,,
5ae68de65542991bbc976125,What are the abbreviations of the party that Tamon Hasegawa belongs to?,11,8,12,,,,,,
5ae65dde5542996d980e7b18,"The Thirsty Whale, which opened in 1975, was a rock and roll club in River Grove, Illinois, it brought in acts like which English rock band formed in London in 1971?",17,7,12,13,,,,,
5a79fc8d5542990198eaf030,"Who won 'Songwriter of the Year' at the APRA Awards, Andrew Stockdale or Joe Strummer?",11,13,12,,,,,,
5a862215554299211dda2a7a,"Which composer that Mili Nair recorded music with was the film composer of the film ""Aamir""?",8,13,13,,,,,,
5abad3b65542996cc5e49ea1,Did  Frank Powell and Saul Metzstein both work in the film industry? ,9,9,7,14,,,,,
5ac29c25554299218029dabd,Who designed the mall where the ballpark Diamond at the Summit is tenatively named for?,22,23,27,21,,,,,
5a9033f35542995651fb50f4,"What year did the actor that played Blackie Parrish on ""General Hospital"" play in Never Too Young To Die?",12,11,21,,,,,,
5ae36f375542992e3233c400,"Kingthorpe is a hamlet in the West Lindsey district of Lincolnshire, England, it sits on the B1202 road from Wragby to which village and civil parish in the West Lindsey district of Lincolnshire, England?",12,16,23,,,,,,
5ae4ce725542990ba0bbb14c,What common commodity do both Wayfair and Temple & Webster sell?,6,7,12,14,,,,,
5a7cf6fe55429909bec768cd,Which band was formed first The Waterboys or Alkaline Trio?,6,6,5,6,,,,,
5a8845055542994846c1ce7d,In what city did Birmingham City Ladies beat Chelsea Ladies 3–2 in a penalty shoot-out?,16,7,8,10,6,,,,
5a791b0755429907847277b8,"Elizabeth Jane Howard and Stanisław Ignacy Witkiewicz, have which occupation in common?",6,6,10,15,,,,,
5a7ded185542995f4f402312,Oliver Irving directed the movie starring the actress who got her start pplaying Jerri Blank on what television series?,19,11,12,8,11,10,,,
5ab3a9865542992ade7c6e0b,Worker: On which continent can both Anoda and Gloxinia be found?,8,8,7,15,11,,,,
5ae7eded554299540e5a56ac,What day was the season finale broadcast live that announced Park Woo-jin was one of the final 11 members?,8,7,9,,,,,,
5ac4df36554299076e296e27,Are Hottonia and Brachyscome both genuses?,7,7,7,10,7,,,,
5ae30a0355429928c42395ba,What role-playing game set in the Star Trek derived Star Fleet Universe was designed by Stephen V. Cole?,11,11,10,17,,,,,
5a8715445542991e771816b7,Bob Smith served as a member of the United States House of Representatives for a district that consists of how many general areas?,14,15,10,,,,,,
5ae7cd805542994a481bbde8,What was the population in 2013 of the city where the Sarasota Journal was published?,15,7,16,,,,,,
5ab4f3a05542991779162d28,The Fairchild C-123 Provider has performed service for what type of force?,9,13,11,11,,,,,
5ac324045542995ef918c121,Are Stachyurus and Corylopsis both native to eastern Asia?,6,6,10,,,,,,
5ae2aa775542996483e64a27,In what year was the school Tyler Scott attended after graduating from Halifax West founded?,7,14,7,,,,,,
5a7717715542994aec3b71e5,"who was born in 1979, and debuted a show in 2011, on Cartoon Network?",7,11,4,17,,,,,
5ae65ec75542992ae0d16302,"Slumber, an upcoming American-British supernatural horror-thriller film starring Maggie Q, Sylvester McCoy, William Hope, and what English actor and dancer?",8,6,5,9,6,,,,
5ae4bd9a5542995ad6573e37,"Which artist is known for working with the band Monkey Bowl, Serj Tankian or Robert Ellis Orrall?",12,10,8,12,6,,,,
5ab9d18855429970cfb8ebbb,The LIU Post Pioneers have a football team that plays in which Division II conference?,11,8,17,5,,,,,
5ac25d9c55429951e9e68588,"Which 2002 film starring David Clayton Rogers premiered at Sundance Film Festival on the 16th on January and set in Derry, Northern Ireland?",25,6,9,8,,,,,
5ab5a609554299488d4d9a11,"Davy Pröpper plays on what professional football club based in the city of Brighton and Hove, East Sussex, England?",17,18,13,,,,,,
5a804c845542992bc0c4a6dc,Invitation was most associated with which American jazz saxophonist?,10,9,12,,,,,,
5adfe4f255429925eb1afb07,What Montana river was a dam built on under the Columbia River Treaty?,11,11,9,10,,,,,
5adcd9e55542994d58a2f700,What is the population of the place where Brookhaven Rail Terminal is located?,8,9,16,,,,,,
5a80ece1554299260e20a1c6,"What documentary was narrated by an actor from the film ""Howard's End""?",9,10,11,,,,,,
5a80f57055429938b614226f,What television series with Winona Ryder was produced by brothers born in 1984?,16,6,4,7,,,,,
5a8b57db55429949d91db55d,What country of origin does Nate Parker and Red Tails have in common?,8,7,7,8,,,,,
5abbf2cc5542993f40c73c29,What features does WhatsApp offer?,5,14,12,15,,,,,
5a884b475542996e4f30893b,Were Victoria Larimore and James P. Hogan in the same industry?,5,6,10,12,,,,,
5a7c10125542997c3ec972d7,John Harvatine IV directed a stop motion sketch comedy series produced for what network?,14,13,6,7,4,15,,,
5a7135c05542994082a3e66e,What ice hockey team played for 26 seasons (including two games with Jon Paul Fontas) before moving to Texas?,6,7,5,5,8,,,,
5ae0d7b2554299603e41846f,What does Bejean and Video Boy have in common?,17,21,18,13,,,,,
5ae0df5255429924de1b71bc,"Who worked for the man who wrote ""Funeral Blues""?",8,10,7,12,,,,,
5adbe3b25542994650320c0d,What are the different families that Dyckia and Stigmaphyllon plants apart of?,8,8,7,11,,,,,
5ab98d7655429970cfb8eb43,"Which ""Man of the House"" star was a key cast member in the debut season of ""Saturday Night Live""?",15,13,27,,,,,,
5ae17b785542990adbacf7a3,"What type of animal is the ""Winnie the Pooh"" character for whom Bud Luckey was the voice actor?  ",25,23,18,21,,,,,
5a7addec5542995eb53be8b0,Buckhead Atlanta is located close to what shopping mall owned by Simon Property Group? ,11,11,16,7,17,,,,
5ae5a18f55429960a22e0313,"Who is the science fiction author, Samuel R. Delany or Harlan Coben?",8,8,13,9,,,,,
5ac42210554299194317392c,What production company worked on The Muppet Christmas Carol and Treasure Island?,10,8,11,10,15,,,,
5a8f55b155429918e830d1f9,"Who was the first person to describe Relational Quantum mechanics and has worked in Italy, the United States, and France?",5,9,10,,,,,,
5ae3be465542992f92d82364,What was the first successful aircraft designed by the aviation pioneer who built the Sikorsky S-6?,12,13,17,12,,,,,
5a8e217255429917b4a5bd46,What Australian film actress starred in Newness?,10,7,,,,,,,
5a8f6eff5542992414482aca,"Which of these documentaries was first to premier, This Film Is Not Yet Rated or Welcome to Leith?",8,11,8,12,,,,,
5a88a8cb5542993e715ac05c,Which band worked with Yoko Ono and John Lennon in their 1972 album that sparked controversy at the time due to its title and subject matter?,15,17,18,19,,,,,
5ae762425542991e8301cc7a,The horse-collar tackle is most closely associated with a Pro Bowl safety drafted by what team in 2002?,7,8,10,21,,,,,
5a74c30255429974ef308c57,General John J. Pershing operated on which main theatre of war during the First World War?,10,19,10,12,,,,,
5a80adab554299485f5986ac,John Taverner composed the score for the movie Pilgrimage by which writer?,8,11,9,12,,,,,
5ae530de5542992663a4f14a,"What was the birth date of the created of ""Life's Too Short""?",8,8,10,,,,,,
5a8bae955542996e8ac889bb,I. T. Montgomery House was home to a former slave of a politician who served in what post?,13,6,6,10,,,,,
5a7b4570554299042af8f737,Where was the CETI created by Frank Drake and Carl Sagan in 1974 sent?,11,10,10,10,,,,,
5adfa389554299025d62a315,What does the company that sponsered the 2009 Grand National produce?,9,5,3,11,,,,,
5adeea645542995534e8c71f,What is the name of the permanent home given to the resident orchestra of the Berlin State Opera who themselves go under the name of Staatskapelle Berlin?,19,15,29,,,,,,
5ae3312455429928c4239664,Julian Bashore was the former Representative Director of the supplier of heat treatments based in what UK city?,7,9,10,11,9,,,,
5a83cd6a554299123d8c21bd,"Marido en alquiler, originally known as ""Reina Madre"" (""Queen Mother""), is an American Spanish-language telenovela produced by United States-based television network Telemundo Studios, Miami, and Brazilian Rede Globo, which Colombian-Argentinian host, actor and director, stars as one of the main antagonists?",7,4,7,7,6,7,,,
5ac0ffec5542996f0d89cc50,"Sammy Hagar and Pierre Bouvier, share which mutual occupations?",5,5,8,14,,,,,
5ab2b6db554299194fa934cb,Were both Peter Chan and Abel Gance actors?,5,6,10,,,,,,
5a81c7f65542995ce29dcc64,"Which drink has ginger ale in it, Havana Cooler or Bananarita?",6,6,8,,,,,,
5ac13e8d5542991316484a95,What American company Access Media Group owned television network is WEPT-CD an affiliate of?,9,9,8,9,,,,,
5add3e545542997545bbbcf8,Uncontrollably fond is what kind of series?,13,20,14,7,,,,,
5a7c343e55429935c91b512e,What sport did Both Patrick McEnroe and Mike Bryan both play?,7,8,6,6,,,,,
5add7f165542992ae4cec58a,In between Clement Greenberg and Isabel Colegate who was a British author and literary agent?,8,9,5,5,6,,,,
5adce52b5542992c1e3a2478,Who directed the film for which the song Bring On the Dancing Horses was specifically recorded ?,14,14,6,,,,,,
5ae6ba5455429908198fa69a,The House of Mecklenburg-Schwerinis considered extinct due to a civil code compiled when?,10,10,18,6,,,,,
5a77b84d55429967ab105242,Was Guideposts or Dwell founded first?,5,5,5,5,,,,,
5ac1edc35542991316484bcb,Which year was the author of Lord of Scoundrels born? ,6,7,6,7,,,,,
5a8091f2554299485f59865a,Are John Gunther and John Dufresne American?,5,4,10,,,,,,
5a760fcd5542994ccc9186a9,Hurricane Fico was the longest lived hurricane of what hurricane season?,11,11,13,13,,,,,
5a8a0e2f5542992e4fca84e6,What type of media does The Jungle Book and Patrick Carman have in common?,6,5,6,10,,,,,
5a88634955429938390d3f39,Dajuan Wagner is the son of which former assistant Auburn coach?,10,8,10,10,,,,,
5a7df70c5542995f4f402354,"Who is older, Kristin Hersh or Jake Burns?",8,8,5,8,,,,,
5a7b7b5b5542997c3ec971b9,What year did the formal football player win the Pro Bowl that John Herbert Adler lost to in a congressional election?,10,10,13,16,,,,,
5ae80d94554299540e5a570e,"What is the organization that represents the Palmeiras left wing back/midfielderm, created by Juan Figer?",8,12,10,,,,,,
5a836e53554299123d8c2119,How far north of the California border is the town where Hedgebrook is headquartered?,5,9,22,7,17,,,,
5a8b6f9355429950cd6afd00,"Who wrote the song that follows the same notes as the folk song about a fictional train, thought to have originated in the late 19th century by The Carter Family, but its lyrics eulogise trucks and truckers rather than trains ?",10,9,11,9,21,,,,
5adf268f5542992d7e9f92c1, Nil Nirjane included a performance by the Bengali band from what Indian city?,5,9,6,4,12,,,,
5a7d42785542990b8f503967,Who did the grandson of the Earl of Sunderland (from 1822-1840) marry?,9,5,12,10,18,,,,
5abd9cd755429933744ab80a,Who is the British composer that composed music for a documentary of a British distance runner born in 1983 who also performed his final track race at the 2017 IAAF Diamond League?,16,20,,,,,,,
