id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words
nluds-1087,"Willy has 5,092 crayons. Lucy has 3,971 crayons. How many more crayons does Willy have than Lucy?",12,12,37,,,,,
nluds-1088,"You have $12 in nickels and quarters. If you have the same number of each kind of coin,. how many nickels do you have?",15,17,17,,,,,
nluds-1089,"A worker at a medical lab is studying blood samples. The first sample contained 1,410 blood cells. The second one contained 6,908 more than the first. About how many blood cells were in the second sample?",20,11,,,,,,
nluds-1090,"During summer break, 564,237 kids from Lawrence County go to camp, and the other 495,718 kids stay home. About how many kids are in Lawrence County?",17,20,23,,,,,
nluds-1091,"There is a snail problem in Centerville. People work together to get rid 3,482 snails, but 8,278 of them remain. About how many snails were originally in Centerville?",16,20,15,,,,,
nluds-1092,"Recently, the postal service sold stamps with famous people pictured on them. They sold 578,833 color stamps, as well as 523,776 black-and-white ones. About how many stamps did they sell?",21,37,,,,,,
nluds-1093,"Ann has $777 and Bill has $1,111. How much does Bill need to give to Ann, so that they would have the same amount of money?",25,33,,,,,,
nluds-1094,Tony made 14 L of lemonade for a party. His guests drank 9500 mL of the lemonade. How many milliliters of lemonade did Tony have left over?,12,20,17,,,,,
nluds-1095,Susan started her homework at 1:59 p.m. and finished her homework 96 minutes later. Susan had volleyball practice at 4:00 p.m. How much time did Susan have between finishing her homework and the beginning of volleyball practice?,29,14,22,,,,,
nluds-1096,Thomas made 8700 mL of tomato soup. He packed 1.6 L of the soup in his kids' lunches. He then froze half of the remaining soup. How many milliliters of soup did Thomas freeze?,32,24,,,,,,
nluds-1097,"Issa jogged two-thirds of the way home from school. Then he was tired, so he walked the remaining 3200 m. How many kilometers did Issa travel from school to his house?",26,23,20,,,,,
nluds-1098,A bee flew 840 cm and landed on a flower to collect some pollen. Then the bee flew another 330 cm to get back to her hive. How many meters did the bee travel?,16,24,,,,,,
nluds-1099,"A Girl Scout camp served half of their granola with breakfast. After dinner, they put the remaining 6250 g of granola on top of their yogurt dessert. How many kilograms of granola did the Girl Scout camp start with?",23,14,,,,,,
nluds-1100,Payton leaves to go on an 85 minute bike ride at 3:27 p.m. Payton's family eats dinner at 5:45 p.m. How much time will Payton have between finishing her bike ride and eating dinner?,19,28,36,,,,,
nluds-1101,"James has 14,500 g of sand in his sandbox. He brings home another 7,400 g of sand from the beach to add to his sandbox. How many kilograms of sand does James have in his sandbox now?",18,17,36,,,,,
nluds-1102,"On Martin's first stroke, his golf ball traveled 4/5 of the distance to the hole. On his second stroke, the ball went into the hole. Martin was standing 79 meters from the hole as he took his second stroke. How many kilometers from the hole was Martin when he started?",22,33,18,,,,,
nluds-1103,"It is 4:12 p.m. Emma's mom will be home from work in 70 minutes, and Emma has gymnastics lessons at 6:00 p.m. How much time will Emma have between the time that her mom gets home from work and the beginning of gymnastics lessons?",26,22,20,,,,,
nluds-1104,Cora sliced 18 kg of green apples for a party. She divided the apple slices equally between 5 large bowls. How many grams of apple slices did Cora put in each bowl?,17,30,11,,,,,
nluds-1105,"Wes mixed different juices to make fruit punch. He filled one-half of the punch bowl with orange juice. Then he filled half of the remaining space with grape juice. Finally, he filled the rest of the punch bowl with 300 mL of cherry juice. How many liters of fruit punch did Wes make?",24,25,27,,,,,
nluds-1106,Gina mixed paint to make her favorite shade of purple. She filled up one third of the container with red paint. Then she filled the remaining space with 4 L of blue paint. How many milliliters of paint did Gina mix?,45,24,,,,,,
nluds-1107,"A restaurant charges 4% service charge. If your order amounted to 450,. how much did you pay?",24,16,,,,,,
nluds-1108,Rose bought a blouse at a discount of 18% for 147.60. What was the marked price of the blouse?,27,30,,,,,,
nluds-1109,"Mila's father has 2 jobs. 1st job pays $375 more than the 2nd job. How much does he get from the 1st job if he gets per week a total of $3,875?",40,26,,,,,,
nluds-1110,Luz and Raya talked for one hour and 21 minutes on the phone. They ended talking at 1:06 a.m. What time did they start talking with each other?,18,30,24,,,,,
nluds-1111,Time in the Philippines is one hour ahead of the time in Japan. Luz who is in Manila called up her friend who is in Japan at 12:55 am on 25 December 2014. What day and time was it in Japan?,6,5,5,,,,,
nluds-1112,The ratio of the number correct answers to incorrect answers on Sam's math test is 7:3. The difference between correct and incorrect answers is 20. What was the total number of questions on the test?,16,42,26,,,,,
nluds-1113,The ratio of the weight of Meg's cat to the weight of Anne's cat is 5:7. Meg's cat weighs 20 kg. How much more does Anne's cat weigh?,33,21,,,,,,
nluds-1114,The ratio of boys to girls at the basketball game is 8:5. There are 30 girls. How many more boys are there than girls?,20,11,26,25,,,,
nluds-1115,"Craig and Brian looked for seashells. For every 9 seashells Craig found, Brian found 7. Craig found 54 seashells. How many fewer seashells did Brian find than Craig?",34,11,24,,,,,
nluds-1116,A recipe for fruit punch says to use 8 ounces of orange juice for every 3 ounces of grape juice. Nicky used 72 ounces of orange juice. How many fewer ounces of grape juice were used?,34,19,21,,,,,
nluds-1117,"For every 3 sit-ups Peter does, Greg does 4. Peter did 24 sit-ups. How many sit-ups did Greg do?",11,30,20,,,,,
nluds-1118,"Students at Memorial School voted for their favorite snack. For every 5 students that voted for candy, 2 students voted for popcorn. There were a total of 45 votes for candy. How many fewer students voted for popcorn than candy?",18,23,26,,,,,
nluds-1119,Steven and Megan shared some marbles in the ratio 3:4. Megan received 24 marbles. How many marbles did Steven get?,23,30,14,,,,,
nluds-1120,"A fence post in Tina's garden is 4 feet tall. When she measured the fence post's shadow, she found that it was 12 feet long. A tree in Tina's yard had a shadow of 72 feet. How tall is the tree?",12,20,13,,,,,
nluds-1121,The ratio of Kate's stickers to Jenna's stickers is 7:4. Kate has 21 stickers. How many stickers does Jenna have?,20,20,21,,,,,
nluds-1122,Chef Pillsbury's secret recipe requires 7 eggs for every 2 cups of flour. How many eggs will he need if he uses 8 cups of flour?,19,27,,,,,,
nluds-1123,"Andrew and Jeffrey walk together. When the ratio of Andrew's steps to Jeffrey's steps was 3:4. If Andrew walks 150 steps,. how many steps does Jeffrey walk?",23,15,,,,,,
nluds-1124,The ratio of the length of Joey's rope to Chad's rope is 8:3. Joey's rope is 56 cm long. How long is Chad's rope?,12,14,21,,,,,
nluds-1125,Two numbers are in the ratio 3:8. Their sum is 44. What is the difference between the two numbers?,6,6,4,4,7,,,
nluds-1126,Ben and Matt received votes in the ratio 2:3. The total number of votes cast was 60. How many votes did Ben get?,32,18,,,,,,
nluds-1127,Terry cut a rope 35 inches long into two pieces in the ratio 3:4. What is the length of the longer piece?,16,9,32,,,,,
nluds-1128,Lavender is making punch for the school dance. She mixes 3 parts lemonade with 5 parts cranberry juice. She wants to fill a 72 cup bowl. How many more cups of cranberry juice will she need than lemonade?,18,19,14,,,,,
nluds-1129,Two numbers are in the ratio 5:7. The difference between the numbers is 12. What is the larger number?,17,28,19,,,,,
nluds-1130,The ratio of the cost of a DVD player to the cost of a movie is 9:2. A DVD player costs $63 more than a movie. What is the cost of a DVD player?,29,36,,,,,,
nluds-1131,Armand cuts a piece of wire into two smaller pieces that are in a ratio 7:5. The shorter piece is 40 cm. What was the length of the original piece of wire?,18,30,21,,,,,
nluds-1132,Ted and David shared 24 stickers in the ratio 3:5. David used 8 of his stickers. What was the ratio of Ted's stickers to David's sticker's then?,41,21,12,,,,,
nluds-1133,"Juan purchased 6 soccer jerseys for $105,. how much would 12 soccer jerseys cost?",20,15,5,,,,,
nluds-1134,"In 3 seconds, Kevin can dribble a basketball 13 times. If Kevin dribbles at this same rate for 27 seconds,. how many times will he dribble the basketball?",12,17,23,,,,,
nluds-1135,"Aarav cleans 6 apartments in 2.5 hours. If Aarav cleans 30 apartments at this same rate,. how long will it take him?",14,21,28,,,,,
nluds-1136,"Yoda Soda is the intergalactic party drink that will have all your friends saying, ""Mmmmmm, good this is!"" You are throwing a party, and you need 5 liters of Yoda Soda for every 12 guests. If you have 36 guests,. how many liters of Yoda Soda do you need?",17,26,20,,,,,
nluds-1137,A bakery made 19 muffins that contained nuts and 31 muffins that did not contain nuts. What is the ratio of the number of muffins with nuts to the number of muffins without nuts?,13,13,,,,,,
nluds-1138,39 students want pancakes and 3 students want waffles. What is the ratio of the number of students who want pancakes to the number of students who want waffles?,15,15,42,,,,,
nluds-1139,"In a telephone poll, 7 people said they like shopping and 20 people said they do not like shopping. What is the ratio of the number of people who do not like shopping to the number of people who like shopping?",13,11,29,,,,,
nluds-1140,22 students are going on a field trip and 18 students are staying at school. What is the ratio of the number of students who are going on the field trip to the number of students who are staying at school?,32,17,,,,,,
nluds-1141,A movie theater sold 9 child tickets. The other 41 tickets it sold were adult tickets. What is the ratio of the number of child tickets to the number of adult tickets?,11,21,11,,,,,
nluds-1142,There are 43 empty seats and 7 occupied seats on an airplane. What is the ratio of the number of occupied seats to the total number of seats?,11,11,21,18,,,,
nluds-1143,The students in Elise's class got to choose whether to visit the zoo or the aquarium. 15 students went to the zoo and 22 students went to the aquarium. What is the ratio of the number of students who went to the aquarium to the number of students who went to the zoo?,31,47,,,,,,
nluds-1144,"Out of the 26 students in the gym, 4 are sitting on the bleachers and the rest are sitting on the floor. What is the ratio of the number of students sitting on the floor to the total number of students?",13,23,25,,,,,
nluds-1145,Collin baked 9 brownies with nuts on top and 34 brownies without nuts. What is the ratio of the number of brownies with nuts on top to the total number of brownies?,24,19,13,,,,,
nluds-1146,"Of the students in Denelle's grade, 42 students have a pet and the other 6 students do not. What is the ratio of the number of students who do not have a pet to the number of students who have a pet?",21,17,13,,,,,
nluds-1147,17 students want lemonade and 11 students want iced tea. What is the ratio of the number of students who want iced tea to the number of students who want lemonade?,14,12,11,,,,,
nluds-1148,Dalton's Ice Cream Shop sold 27 sundaes with nuts and 2 sundaes without nuts. What is the ratio of the number of sundaes with nuts to the number of sundaes without nuts?,33,30,,,,,,
nluds-1149,Jacob's Pizzeria made 3 thin-crust pizzas and 14 thick-crust pizzas. What is the ratio of the number of thin-crust pizzas to the number of thick-crust pizzas?,11,11,22,,,,,
nluds-1150,Alexa's Pizzeria made 13 pizzas with pepperoni and 2 pizzas without pepperoni. What is the ratio of the number of pizzas without pepperoni to the number of pizzas with pepperoni?,15,15,21,,,,,
nluds-1151,Cory made 4500 g of candy. He saved 1 kg to eat later. He divided the rest of the candy over 7 bowls to serve at his party. How many grams of candy did Cory serve in each bowl?,26,25,21,,,,,
nluds-1152,Kevin started his science test at 2:34 p.m. and finished the test 75 minutes later. Kevin has football practice at 4:15 p.m. How much time did Kevin have between the end of the test and the beginning of football practice?,19,29,,,,,,
nluds-1153,"Coach Kelly brought 32 L of water to the football game, and she divided the water equally between 8 coolers. How many milliliters of water did Coach Kelly put in each cooler?",23,25,,,,,,
nluds-1154,Jemma filled one-fourth of a barrel with compost on Saturday. Then she filled the remaining space with 4200 g of compost on Sunday. How many kilograms of compost are in the barrel?,33,21,17,,,,,
nluds-1155,The library is 14.2 km away from Daniel's apartment. The bus takes Daniel 11.15 km of the way to the library. He has to walk the remaining distance. How many meters does Daniel have to walk?,18,17,9,,,,,
nluds-1156,Lisa went on a 52 km. She divided the distance traveled evenly over 4 days. How many meters did Lisa walk each day?,9,17,9,,,,,
nluds-1157,A carpenter had a board that was 5.28 m long. She used her circular saw to cut 9 cm off the end of the board. How many centimeters long was the board after the carpenter cut it?,25,,,,,,,
nluds-1158,"Abigail's mom said she will be home from work in 65 minutes. It is 4:27 p.m., and Abigail has dance practice at 6:00 p.m. How much time will Abigail have between the time that her mom gets home from work and the beginning of dance practice?",19,12,24,,,,,
nluds-1159,Noah made 12 kg of trail mix for his family's hiking trip. His family ate 8600 g of the trail mix on the hiking trip. How many grams of trail mix did Noah have left?,22,22,39,,,,,
nluds-1160,Hanson left for work at six o'clock in the morning. He got stuck in traffic and didn't arrive until twenty past seven in the morning. How many hours did it take Hanson to get to work?,12,17,22,,,,,
nluds-1171,"Sweet Time Bakery just opened and is increasing the number of items they bake. For example, the bakery made 19 carrot cakes in October, 21 carrot cakes in November, 23 carrot cakes in December, and 25 carrot cakes in January. If this pattern continues,. how many carrot cakes will the bakery make in February?",17,27,19,,,,,
nluds-1172,"Jared is reviewing his cell phone bill. When he gets to the text message part, he notices that he sent 1 text message in November, 2 text messages in December, 4 text messages in January, and 8 text messages in February. If this pattern continues,. how many text messages will Jared send in March?",21,19,33,,,,,
nluds-1173,"Malia is picking berries in the berry patch. She picks 3 berries from the first bush, 4 berries from the second bush, 7 berries from the third bush, and 12 berries from the fourth bush. If this pattern continues,. how many berries will Malia pick from the fifth bush?",19,26,36,,,,,
nluds-1174,"Vivian sent 5 pieces of mail in April, 10 pieces of mail in May, 20 pieces of mail in June, and 40 pieces of mail in July. If this pattern continues,. how many pieces of mail will Vivian send in August?",13,10,10,9,,,,
nluds-1175,"Warren ran 1 lap on Wednesday, 2 laps on Thursday, 4 laps on Friday, 8 laps on Saturday, and 16 laps on Sunday. If this pattern continues,. how many laps will Warren run on Monday?",21,16,22,,,,,
nluds-1176,"Andrew found some empty bins to put cans into for recycling. He put 2 empty cans in the first bin, 4 empty cans in the second bin, 7 empty cans in the third bin, 11 empty cans in the fourth bin, and 16 empty cans in the fifth bin. If this pattern continues,. how many empty cans will Andrew put in the sixth bin?",14,28,,,,,,
nluds-1177,"Tess is writing a poem. She writes 23 words on the first line, 26 words on the second line, 29 words on the third line, 32 words on the fourth line, and 35 words on the fifth line. If this pattern continues,. how many words will Tess write on the sixth line?",31,40,,,,,,
nluds-1178,"Carmen did 4 sit-ups on Sunday, 8 sit-ups on Monday, 16 sit-ups on Tuesday, 32 sit-ups on Wednesday, and 64 sit-ups on Thursday. If this pattern continues,. how many sit-ups will Carmen do on Friday?",20,22,,,,,,
nluds-1179,"Ava bagged the plastic bottles after a recycling drive. She placed 45 bottles in the first bag, 53 bottles in the second bag, 61 bottles in the third bag, and 69 bottles in the fourth bag. If this pattern continues,. how many plastic bottles will Ava put in the fifth bag?",15,37,,,,,,
nluds-1180,"While organizing his DVD collection, Seth put 2 DVDs on the first rack, 4 DVDs on the second rack, 8 DVDs on the third rack, 16 DVDs on the fourth rack, and 32 DVDs on the fifth rack. If this pattern continues,. how many DVDs will Seth put on the sixth rack?",14,14,,,,,,
nluds-1181,"The teacher is handing out note cards to her students. She gave 3 note cards to the first student, 12 note cards to the second student, 48 note cards to the third student, and 192 note cards to the fourth student. If this pattern continues,. how many note cards will the teacher give to the fifth student?",16,40,21,,,,,
nluds-1182,"While organizing the magazines at the doctor's office, Blanca put 3 magazines in the first pile, 4 magazines in the second pile, 6 magazines in the third pile, and 9 magazines in the fourth pile. If this pattern continues,. how many magazines will Blanca put in the fifth pile?",13,11,11,11,11,,,
nluds-1183,"While sorting some buttons, Malia put 1 button in the first box, 3 buttons in the second box, 9 buttons in the third box, 27 buttons in the fourth box, and 81 buttons in the fifth box. If this pattern continues,. how many buttons will Malia put in the sixth box?",45,33,,,,,,
nluds-1184,"Christine is dividing cherries among some bowls. She put 35 cherries in the first bowl, 40 cherries in the second bowl, 45 cherries in the third bowl, 50 cherries in the fourth bowl, and 55 cherries in the fifth bowl. If this pattern continues,. how many cherries will Christine put in the sixth bowl?",27,29,,,,,,
nluds-1185,"While sorting some beads, Jenna put 74 beads in the first jar, 83 beads in the second jar, 92 beads in the third jar, and 101 beads in the fourth jar. If this pattern continues,. how many beads will Jenna put in the fifth jar?",21,24,,,,,,
nluds-1186,"While sorting some change into piggy banks, Diane put 72 coins in the first piggy bank, 81 coins in the second piggy bank, 90 coins in the third piggy bank, 99 coins in the fourth piggy bank, and 108 coins in the fifth piggy bank. If this pattern continues,. how many coins will Diane put in the sixth piggy bank?",10,15,,,,,,
nluds-1187,"Alec has a garden and likes to put flowers from his garden into pretty vases. Alec put 5 flowers in the first vase, 7 flowers in the second vase, 10 flowers in the third vase, and 14 flowers in the fourth vase. If this pattern continues,. how many flowers will Alec put in the fifth vase?",3,23,4,,,,,
nluds-1188,"At a party, the cheese pizza is cut into 6 slices and the veggie pizza is cut into 12 slices. If the host wants to serve identical platters that contain the same combination of cheese and veggie slices, with no slices left over,. what is the greatest number of platters the host can prepare?",13,18,21,21,,,,
nluds-1189,"Whitney has collected 4 T-shirts and 20 buttons from her favorite band. She wants to combine them into identical sets to sell, with no pieces left over. What is the greatest number of sets Whitney can make?",25,19,38,,,,,
nluds-1190,"Vondra is putting together bags of groceries to donate to charity. She has 7 boxes of macaroni and cheese and 14 cans of vegetables. Vondra wants to divide them up evenly, so that each bag has the same contents and no items are left over. What is the greatest number of bags of groceries Vondra can put together?",14,26,21,,,,,
nluds-1191,"Laverne has 20 baseballs and 15 basketballs. If she wants to divide them into identical groups without any balls left over,. what is the greatest number of groups Laverne can make?",15,19,22,,,,,
nluds-1192,Lindsey has 16 cans of regular soda and 8 cans of diet soda. She wants to create some identical refreshment tables that will operate during the football game. She also doesn't want to have any sodas left over. What is the greatest number of refreshment tables that Lindsey can stock?,15,15,26,20,,,,
nluds-1193,"Jaden is putting together first-aid kits. He has 39 large bandages and 26 small bandages, and he wants each kit to be identical, with no bandages left over. What is the greatest number of first-aid kits Jaden could put together?",28,33,15,,,,,
nluds-1194,"Shelley has 12 forks and 16 knives to place in silverware holders at the fast food restaurant where she works. She wants to distribute them equally, with no forks or knives left over. What is the greatest number of silverware holders Shelley can stock?",9,22,30,12,,,,
nluds-1195,"Tess is decorating papers with a total of 45 heart stickers and 27 star stickers for the child she is babysitting. If she wants to make all the papers identical, with the same combination of heart and star stickers and no stickers left over,. what is the greatest number of pages Tess can decorate?",18,25,26,,,,,
nluds-1196,"Daniel has 44 commemorative plates and 33 commemorative spoons. He wants to display them in groups throughout his house, each with the same combination of plates and spoons, with none left over. What is the greatest number of groups Daniel can display?",8,11,,,,,,
nluds-1197,"Mike is serving vegetables at a soup kitchen. He has 15 carrot sticks and 10 baby potatoes that he wants to divide evenly, with no food left over. What is the greatest number of plates Mike can prepare?",29,29,29,,,,,
nluds-1198,"At a concert, the band has 20 men's T-shirts and 8 women's T-shirts. The band wants to set up tables to sell the shirts, with an equal number of men's and women's shirts available at each table and no shirts left over. What is the greatest number of tables the band can sell shirts from?",16,22,17,,,,,
nluds-1199,"Amanda has two pieces of ribbon, one 8 inches long and the other 16 inches long. To decorate an album, she wants to cut them up to produce many pieces of ribbon that are all of the same length, with no ribbon left over. What is the greatest length, in inches, that she can make them?",15,15,20,,,,,
nluds-1200,"A florist has 12 tulips and 18 carnations. If the florist wants to create identical bouquets without any leftover flowers,. what is the greatest number of bouquets the florist can make?",26,28,,,,,,
nluds-1201,"A P.E. teacher needs to divide 14 male students and 7 female students into teams, each with the same combination of male students and female students and nobody left out. What is the greatest number of teams that can be formed?",31,50,,,,,,
nluds-1202,"Carmen is creating lollipop bouquets using 4 cherry lollipops and 6 orange lollipops. She wants each bouquet to be identical, with no lollipops left over. What is the greatest number of lollipop bouquets Carmen can create?",24,33,,,,,,
nluds-1203,"Allie has 5 math books and 10 science books. If she wants to distribute them evenly among some bookshelves so that each bookshelf has the same combination of math and science books, with no books left over,. what is the greatest number of bookshelves Allie can use?",32,19,,,,,,
nluds-1204,"Kiera is making trail mix out of 16 bags of nuts and 6 bags of dried fruit. She wants each new portion of trail mix to be identical, containing the same combination of bags of nuts and bags of dried fruit, with no bags left over. What is the greatest number of portions of trail mix Kiera can make?",37,33,,,,,,
nluds-1205,Sara has 16 red flowers and 24 yellow flowers. She wants to make bouquets with the same number of each color flower in each bouquet. What is the greatest number of bouquets she can make?,20,24,16,,,,,
nluds-1206,"Lisa is making activity baskets to donate to charity. She has 12 coloring books, 28 markers, and 36 crayons. What is the greatest number of baskets she can make if each type of toy is equally distributed among the baskets?",19,27,21,,,,,
nluds-1207,"Peter has 18 oranges, 27 pears and 12 bananas. He wants to make fruit baskets with the same number of each fruit in each basket. What is the greatest number of fruit baskets he can make?",11,44,21,,,,,
nluds-1209,Jeremy has two pieces of wood: one is 90 inches and the other is 72 inches. He wants to cut both pieces of wood into smaller pieces so that all these pieces are the same length. How long does he cut the both pieces of wood?,24,10,48,,,,,
nluds-1210,"For a dinner party, Abraham is creating individual servings of starters. He has 9 carrot sticks and 18 celery sticks. If he wants each serving to be identical, with no food left over,. what is the greatest number of servings Abraham can create?",20,20,22,,,,,
nluds-1211,"To encourage public transportation, Russom wants to give some friends envelopes with bus tickets and subway tickets in them. If he has 18 bus tickets and 12 subway tickets to split equally among the envelopes, and wants no tickets left over,. what is the greatest number of envelopes Russom can make?",32,15,15,14,,,,
nluds-1212,"Veronica is making emergency-preparedness kits to share with friends. She has 20 bottles of water and 12 cans of food, which she would like to distribute equally among the kits, with nothing left over. What is the greatest number of kits Veronica can make?",12,12,25,,,,,
nluds-1213,"Colton has 16 blue marbles and 8 white ones. If he wants to place them in identical groups without any marbles left over,. what is the greatest number of groups Colton can make?",25,25,22,,,,,
nluds-1214,"Kiara baked 30 oatmeal cookies and 48 chocolate chip cookies to package in plastic containers for her teacher friends at school. She wants to divide the cookies into identical containers so that each container has the same number of each kind of cookie. If she wants each container to have the greatest number of cookies possible,. how many plastic containers does she need?",28,28,28,,,,,
nluds-1215,"There are 40 girls and 32 boys who want to participate in 6th grade intramurals. If each team must have the same number of girls and the same number of boys,. what is the greatest number of teams that can participate in intramurals?",24,33,19,,,,,
nluds-1216,"Shannon is making identical balloon arrangements for a party. She has 32 maroon balloons, 24 white balloons, and 16 orange balloons. She wants each arrangement to have the same number of each color. What is the greatest number of arrangements that she can make if every balloon is used?",21,23,,,,,,
nluds-1217,"At a school event, adults are seated in groups of exactly 17 and children are seated in groups of exactly 15. If there are the same number of adults as children,. what is the minimum number of adults attending?",22,,,,,,,
nluds-1218,"Monroe Vitamin Shop sold equal quantities of Vitamin A and Vitamin D supplements this morning, even though the Vitamin A supplements come in packs of 7 and the Vitamin D supplements in packs of 17. What is the smallest number of each type that the store could have sold?",20,18,,,,,,
nluds-1219,"Amanda and Sadie each have a band. Amanda's band plays songs in sets of 2 and Sadie's band plays songs in sets of 9. After performing together, both bands realize that they have played the same number of songs. What is the smallest number of songs each band could have performed?",30,28,13,,,,,
nluds-1220,"This afternoon, Alec noticed that the number of the page assigned for homework is divisible by both 4 and 13. What is the smallest possible page number that could have been assigned?",19,13,,,,,,
nluds-1221,Kristen notices an identical number of two types of insects in her neighborhood: butterflies and fireflies. She always seems to observe butterflies in groups of 44 and fireflies in groups of 17. What is the smallest number of butterflies that she could have seen?,35,22,22,,,,,
nluds-1222,"Linda buys strawberry gum in packs of 6 pieces and blueberry gum in packs of 5 pieces. If Linda wants to buy the same amount of each type of gum,. what is the smallest number of pieces of each flavor that she must buy?",23,15,40,,,,,
nluds-1223,"By coincidence, Monica's Obedience School trained the same number of dogs and cats last week. The school teaches dogs in groups of 18 and cats in groups of 3. What is the smallest number of cats the school could have had?",16,54,10,,,,,
nluds-1224,"The drama club meets in the school auditorium every 3 days, and the choir meets there every 5 days. If the groups are both meeting in the auditorium today,. then how many days from now will they next have to share the auditorium?",22,10,10,,,,,
nluds-1225,"One day, Trent and his friends had lunch while sitting at tables of 2. Another day, they had lunch at tables of 8. What is the smallest number of people that could be in the group?",29,10,14,,,,,
nluds-1226,"Gabe and Steven make money by walking neighborhood pets. During a conversation about their work, they realize that they are both walking the same total number of pets, even though Gabe walks pets in groups of 2 and Steven walks pets in groups of 10. What is the smallest total number of pets each could be walking?",28,33,13,,,,,
nluds-1227,"Packages of cheddar cheese come with 12 slices, while packages of Swiss cheese come with 28 slices. If Randy bought the same number of slices of each type of cheese,. what is the smallest number of slices of each type that Randy could have bought?",47,47,,,,,,
nluds-1228,Karen is packing equal quantities of pretzels and crackers for snacks. Karen bags the pretzels in groups of 5 and the crackers in groups of 7. What is the smallest number of crackers that she can pack?,24,12,19,,,,,
nluds-1229,"Irene's Bakery sells muffins in packages of 18 and cookies in packages of 5. Going through yesterday's receipts, a store manager notices that the bakery sold the same number of muffins and cookies yesterday afternoon. What is the smallest number of muffins that the bakery could have sold?",9,9,50,10,,,,
nluds-1230,"Zack tutors students in groups of 14. Meanwhile, Karen tutors students in groups of 10. While discussing their work, the tutors realize that they both work with the same total number of students. What is the smallest number of students each can have?",18,18,27,,,,,
nluds-1231,"Martha's Blossoms sells roses in groups of 9. Across town, Rachel's Blooms sells roses in groups of 19. If a customer wants to buy the same number of roses from both vendors,. what is the smallest number of roses the customer will have to buy from each vendor?",8,6,11,14,,,,
nluds-1232,"Andy is buying AA batteries and D batteries. The store sells AA batteries in packs of 38 and D batteries in packs of 44. If Andy wishes to buy the same number of AA and D batteries,. what is the smallest number of each battery type that he can buy?",10,26,30,,,,,
nluds-1233,"An airline has 41 pieces of luggage to put away. If each luggage compartment will hold 5 pieces of luggage,. how many will be in the compartment that isn't full?",9,26,22,21,,,,
nluds-1234,"A coat factory had 29 coats. If they wanted to put them into 3 boxes, with the same number of coats in each box,. how many extra coats would they have left over?",19,20,16,,,,,
nluds-1235,"Bianca wanted to drink exactly 5 bottles of water each day, so she bought 47 bottles when they were on sale. How many more bottles will she need to buy on the last day?",12,22,22,15,,,,
nluds-1236,Paul had 7 baseball cards he's putting into a binder with 3 on each page. How many cards will he have on the page that isn't full?,29,34,23,,,,,
nluds-1237,"A pizza store had 11 pieces of pepperoni to put on their pizzas. If each pizza got 2 pieces,. how many extra pieces of pepperoni would they have?",13,14,13,29,,,,
nluds-1238,"A movie store had 9 movies they were putting on 2 shelves. If the owner wanted to make sure each shelf had the same number of movies,. how many more movies would he need?",12,37,24,,,,,
nluds-1239,"At the carnival, 6 friends bought 27 tickets. If they wanted to split all the tickets so each friend got the same amount,. how many more tickets would they need to buy?",24,13,18,15,,,,
nluds-1240,An art museum had 15 pictures to split equally into 2 different exhibits. How many more pictures would they need to make sure each exhibit had the same amount?,34,57,,,,,,
nluds-1241,"Luke had 9 pieces of candy. If he wants to split the candy into 2 bags with the same amount of candy in each bag,. how many more pieces would he need to make sure each bag had the same amount?",30,37,19,,,,,
nluds-1242,A baker had 7 boxes for donuts. He ended up making 48 donuts and splitting them evenly between the boxes. How many extra donuts did he end up with?,25,24,19,,,,,
nluds-1243,"George bought 17 pieces of candy to give to 5 of his friends. If he wants to give each friend the same amount,. how many pieces would he have left over?",24,22,24,,,,,
nluds-1244,"A school had 14 students sign up for the trivia teams. If they wanted to have 4 team, with the same number of students on each team,. how many more students would need to sign up?",12,22,24,13,,,,
nluds-1245,"Robin is making bead necklaces. She wants to use 31 beads to make 4 necklaces. If she wants each necklace to have the same number of beads,. how many beads will she have left over?",19,31,22,,,,,
nluds-1246,Lemon heads come in packages of 5. Ann ate 78 Lemon Heads. How many Lemon Heads does she have left?,32,13,29,,,,,
nluds-1247,Sweettarts come in packages of 7. Stephen ate 64 Sweettarts. How many Sweettarts does he have left?,14,25,26,,,,,
nluds-1248,Candies come in packages of 4. Shirley ate 10 candies. How many candies does she have left?,10,27,19,,,,,
nluds-1249,Jawbreakers come in packages of 8. Sarah ate 20 Jawbreakers. How many Jawbreakers does she have left?,12,38,13,,,,,
nluds-1250,Adam has two oranges. Michele has two oranges. What's the difference of the number of Adam's oranges and Michele's oranges?,16,17,18,5,,,,
nluds-1251,Audrey has 26 peaches. Paul has 48 peaches. What's the difference of the number of Audrey's peaches and Paul's peaches?,15,20,17,,,,,
nluds-1252,Sharon has seven plums. Allan has 10 plums. What's the difference of the number of Sharon's plums and Allan's plums?,13,15,11,,,,,
nluds-1253,You have 7 balloons and your friend has 5 balloons. What's the difference of the number of your balloons and your friend's balloons?,14,30,24,,,,,
nluds-1254,There are 6 birds and 3 nests. What's the difference of the number of birds and nests over there?,10,10,26,,,,,
nluds-1255,There are 5 flowers and 3 bees. What's the difference of the number of flowers and bees over there?,9,9,12,,,,,
nluds-1256,There are 4 squirrels in a tree with 2 nuts. What's the difference of the number of squirrels and nuts over there?,12,12,15,,,,,
